,Company Name,Ratings,Description,Comparison,Reviews,Salary,Interviews,Jobs,Benefits
116,Mahindra Finance,3.9,NBFC | Mumbai +728 other locations,Critically Rated For Promotions / Appraisal,5.5k Reviews,11.9k Salaries,206 Interviews,439 Jobs,507 Benefits
117,Apollo Hospitals,4.1,Healthcare | Chennai +229 other locations,"Highly Rated For Job Security, Skill Development / Learning, Company Culture  Critically Rated For Promotions / Appraisal",5.5k Reviews,16.3k Salaries,461 Interviews,183 Jobs,506 Benefits
118,Bosch Global Software Technologies,3.7,IT Services & Consulting | Bangalore / Bengaluru +47 other locations,"Highly Rated For Work Life Balance, Company Culture, Job Security  Critically Rated For Promotions / Appraisal, Salary & Benefits, Work Satisfaction",5.5k Reviews,39.6k Salaries,381 Interviews,7 Jobs,625 Benefits
119,PolicyBazaar,3.7,Internet | Gurgaon / Gurugram +149 other locations,"Highly Rated For Salary & Benefits  Critically Rated For Work Life Balance, Company Culture, Work Satisfaction",5.5k Reviews,16.9k Salaries,586 Interviews,439 Jobs,231 Benefits
120,UST,3.7,IT Services & Consulting | Bangalore / Bengaluru +50 other locations,"Highly Rated For Work Life Balance  Critically Rated For Promotions / Appraisal, Job Security, Salary & Benefits",5.5k Reviews,39.1k Salaries,575 Interviews,122 Jobs,407 Benefits
121,Ashok Leyland,4.0,Automobile | Chennai +254 other locations,"Highly Rated For Work Life Balance, Skill Development / Learning, Company Culture  Critically Rated For Promotions / Appraisal",5.4k Reviews,18.6k Salaries,311 Interviews,-- Jobs,642 Benefits
122,Citicorp,3.7,Financial Services | Pune +68 other locations,"Highly Rated For Salary & Benefits  Critically Rated For Promotions / Appraisal, Work Satisfaction, Skill Development / Learning",5.4k Reviews,51.6k Salaries,614 Interviews,-- Jobs,517 Benefits
123,Swiggy,3.7,Internet | Bangalore / Bengaluru +228 other locations,"Critically Rated For Job Security, Promotions / Appraisal, Work Satisfaction",5.4k Reviews,22.9k Salaries,547 Interviews,260 Jobs,343 Benefits
124,Hero MotoCorp,4.1,Automobile | Gurgaon / Gurugram +364 other locations,"Highly Rated For Company Culture, Work Life Balance, Work Satisfaction  Critically Rated For Promotions / Appraisal",5.3k Reviews,15.7k Salaries,399 Interviews,2 Jobs,584 Benefits
125,Cyient,3.6,IT Services & Consulting | Hyderabad / Secunderabad +48 other locations,"Critically Rated For Promotions / Appraisal, Salary & Benefits, Work Satisfaction",5.3k Reviews,27.4k Salaries,324 Interviews,77 Jobs,466 Benefits
126,SBI Cards & Payment Services,3.7,Financial Services | Gurgaon / Gurugram +435 other locations,"Critically Rated For Promotions / Appraisal, Work Satisfaction, Company Culture",5.1k Reviews,15.9k Salaries,294 Interviews,79 Jobs,344 Benefits
127,Kalpataru Projects International,4.1,Engineering & Construction | Mumbai +320 other locations,"Highly Rated For Job Security, Skill Development / Learning, Salary & Benefits",5.1k Reviews,13.7k Salaries,314 Interviews,-- Jobs,203 Benefits
128,JustDial,3.5,Internet | Noida +228 other locations,"Critically Rated For Promotions / Appraisal, Work Satisfaction, Job Security",5.1k Reviews,15.3k Salaries,383 Interviews,61 Jobs,372 Benefits
129,BNY,3.7,Financial Services | Pune +25 other locations,"Highly Rated For Work Life Balance  Critically Rated For Promotions / Appraisal, Job Security, Work Satisfaction",5.1k Reviews,30.7k Salaries,387 Interviews,1 Jobs,527 Benefits
130,IQVIA,3.7,Clinical Research | Bangalore / Bengaluru +62 other locations,"Critically Rated For Promotions / Appraisal, Salary & Benefits",5k Reviews,30.6k Salaries,535 Interviews,10 Jobs,524 Benefits
131,SBI Life Insurance Company,3.7,Insurance | Mumbai +652 other locations,"Highly Rated For Job Security  Critically Rated For Promotions / Appraisal, Work Life Balance, Work Satisfaction",5k Reviews,11.7k Salaries,299 Interviews,5 Jobs,327 Benefits
132,CBRE,4.1,Real Estate | Hyderabad / Secunderabad +91 other locations,"Highly Rated For Company Culture, Work Life Balance, Job Security",5k Reviews,18.5k Salaries,336 Interviews,22 Jobs,443 Benefits
133,TVS Motor,3.9,Automobile | Hosur +349 other locations,"Highly Rated For Job Security, Skill Development / Learning, Salary & Benefits  Critically Rated For Promotions / Appraisal",5k Reviews,15.7k Salaries,384 Interviews,75 Jobs,536 Benefits
134,NTT Data,3.8,IT Services & Consulting | Bangalore / Bengaluru +79 other locations,Highly Rated For Work Life Balance  Critically Rated For Promotions / Appraisal,5k Reviews,35.6k Salaries,726 Interviews,116 Jobs,156 Benefits
135,Nagarjuna Construction Company,4.0,Engineering & Construction | Hyderabad / Secunderabad +295 other locations,"Highly Rated For Job Security, Company Culture, Work Life Balance",5k Reviews,12k Salaries,419 Interviews,7 Jobs,408 Benefits
136,Schneider Electric,4.1,Industrial Automation | Bangalore / Bengaluru +120 other locations,"Highly Rated For Company Culture, Work Life Balance, Job Security  Critically Rated For Promotions / Appraisal",5k Reviews,24.2k Salaries,443 Interviews,25 Jobs,463 Benefits
137,Persistent Systems,3.6,IT Services & Consulting | Pune +42 other locations,"Critically Rated For Promotions / Appraisal, Job Security, Work Satisfaction",4.9k Reviews,44.2k Salaries,698 Interviews,312 Jobs,369 Benefits
138,vivo,4.1,Consumer Electronics & Appliances | Noida +414 other locations,"Highly Rated For Skill Development / Learning, Company Culture, Work Life Balance  Critically Rated For Promotions / Appraisal",4.9k Reviews,13.1k Salaries,229 Interviews,5 Jobs,643 Benefits
139,State Bank of India,3.8,Banking | Mumbai +618 other locations,"Highly Rated For Job Security, Salary & Benefits",4.9k Reviews,11.6k Salaries,301 Interviews,8 Jobs,400 Benefits
140,Atos,3.8,IT Services & Consulting | Pune +49 other locations,"Highly Rated For Work Life Balance  Critically Rated For Promotions / Appraisal, Salary & Benefits",4.8k Reviews,34k Salaries,403 Interviews,103 Jobs,454 Benefits
141,Ecom Express,4.0,Logistics | Gurgaon / Gurugram +775 other locations,"Highly Rated For Company Culture, Work Life Balance, Work Satisfaction",4.8k Reviews,9.4k Salaries,257 Interviews,-- Jobs,323 Benefits
142,Eviden,3.6,IT Services & Consulting | Pune +39 other locations,"Highly Rated For Work Life Balance  Critically Rated For Promotions / Appraisal, Salary & Benefits, Work Satisfaction",4.8k Reviews,28.1k Salaries,316 Interviews,7 Jobs,1 Benefits
143,KEC International,4.0,Engineering & Construction | Mumbai +312 other locations,"Highly Rated For Job Security, Salary & Benefits, Company Culture  Critically Rated For Promotions / Appraisal",4.8k Reviews,13.3k Salaries,404 Interviews,4 Jobs,441 Benefits
144,Amdocs,3.6,Software Product | Pune +23 other locations,"Critically Rated For Promotions / Appraisal, Work Satisfaction, Job Security",4.7k Reviews,37.3k Salaries,558 Interviews,9 Jobs,614 Benefits
145,Nagarro,3.9,IT Services & Consulting | Gurgaon / Gurugram +49 other locations,"Highly Rated For Company Culture, Work Life Balance  Critically Rated For Promotions / Appraisal",4.7k Reviews,31.8k Salaries,826 Interviews,361 Jobs,1.1k Benefits
146,JBM Group,3.9,Auto Components | Gurgaon / Gurugram +116 other locations,"Highly Rated For Job Security, Skill Development / Learning  Critically Rated For Promotions / Appraisal",4.7k Reviews,13.9k Salaries,335 Interviews,47 Jobs,342 Benefits
147,Varun Beverages,4.0,Beverage | New Delhi +379 other locations,"Highly Rated For Job Security, Work Life Balance, Skill Development / Learning  Critically Rated For Promotions / Appraisal",4.7k Reviews,12.2k Salaries,330 Interviews,35 Jobs,321 Benefits
148,ITC Infotech,3.7,IT Services & Consulting | Bangalore / Bengaluru +67 other locations,"Highly Rated For Work Life Balance, Job Security  Critically Rated For Promotions / Appraisal",4.6k Reviews,29.4k Salaries,407 Interviews,79 Jobs,281 Benefits
149,Home Credit Finance,4.0,NBFC | Gurgaon / Gurugram +136 other locations,"Highly Rated For Work Life Balance, Company Culture, Skill Development / Learning  Critically Rated For Promotions / Appraisal",4.6k Reviews,9.4k Salaries,142 Interviews,92 Jobs,629 Benefits
150,Bosch,4.1,Auto Components | Bangalore / Bengaluru +129 other locations,"Highly Rated For Company Culture, Work Life Balance, Skill Development / Learning  Critically Rated For Promotions / Appraisal",4.6k Reviews,20.6k Salaries,370 Interviews,232 Jobs,599 Benefits
151,EY Global Delivery Services ( EY GDS),3.5,IT Services & Consulting | Bangalore / Bengaluru +56 other locations,"Highly Rated For Job Security  Critically Rated For Promotions / Appraisal, Work Satisfaction, Work Life Balance",4.5k Reviews,48.1k Salaries,871 Interviews,10 Jobs,146 Benefits
152,Hewlett Packard Enterprise,4.1,IT Services & Consulting | Bangalore / Bengaluru +103 other locations,"Highly Rated For Company Culture, Work Life Balance, Work Satisfaction  Critically Rated For Promotions / Appraisal",4.5k Reviews,27.1k Salaries,265 Interviews,157 Jobs,546 Benefits
153,Mahindra Logistics,3.7,Logistics | Mumbai +233 other locations,"Critically Rated For Promotions / Appraisal, Salary & Benefits",4.5k Reviews,13k Salaries,246 Interviews,-- Jobs,445 Benefits
154,L&T Finance,3.9,NBFC | Mumbai +628 other locations,Highly Rated For Salary & Benefits  Critically Rated For Promotions / Appraisal,4.5k Reviews,11.6k Salaries,209 Interviews,-- Jobs,260 Benefits
155,Aditya Birla Fashion and Retail,4.1,Fashion & Textile | Bangalore / Bengaluru +290 other locations,"Highly Rated For Job Security, Skill Development / Learning, Company Culture",4.5k Reviews,13k Salaries,259 Interviews,76 Jobs,391 Benefits
156,Utkarsh Small Finance Bank,3.6,Banking | Varanasi +406 other locations,"Critically Rated For Promotions / Appraisal, Company Culture, Work Satisfaction",4.5k Reviews,10.8k Salaries,288 Interviews,24 Jobs,269 Benefits
157,OPPO,3.9,Consumer Electronics & Appliances | Greater Noida +409 other locations,"Highly Rated For Skill Development / Learning  Critically Rated For Promotions / Appraisal, Job Security",4.5k Reviews,11.8k Salaries,248 Interviews,8 Jobs,602 Benefits
158,Randstad,3.7,Recruitment | Hyderabad / Secunderabad +350 other locations,"Critically Rated For Promotions / Appraisal, Job Security, Skill Development / Learning",4.5k Reviews,16.2k Salaries,314 Interviews,8 Jobs,331 Benefits
159,Dell,3.8,Consumer Electronics & Appliances | Bangalore / Bengaluru +117 other locations,"Highly Rated For Work Life Balance, Company Culture  Critically Rated For Promotions / Appraisal, Job Security",4.4k Reviews,28.6k Salaries,421 Interviews,98 Jobs,540 Benefits
160,CARS24,3.4,Internet | Gurgaon / Gurugram +173 other locations,"Critically Rated For Job Security, Promotions / Appraisal, Company Culture",4.4k Reviews,15.3k Salaries,402 Interviews,135 Jobs,410 Benefits
161,Havells,3.9,Electrical Equipment | Noida +258 other locations,"Highly Rated For Work Life Balance, Salary & Benefits  Critically Rated For Promotions / Appraisal",4.4k Reviews,15.4k Salaries,278 Interviews,29 Jobs,315 Benefits
162,R1 RCM,3.8,BPO | New Delhi +47 other locations,"Highly Rated For Company Culture, Job Security  Critically Rated For Promotions / Appraisal",4.4k Reviews,21.1k Salaries,352 Interviews,131 Jobs,334 Benefits
163,Intas Pharmaceuticals,4.1,Pharma | Ahmedabad +148 other locations,"Highly Rated For Job Security, Salary & Benefits, Work Life Balance",4.4k Reviews,17.1k Salaries,251 Interviews,49 Jobs,362 Benefits
164,Tata AIA Life Insurance,3.9,Insurance | Mumbai +440 other locations,"Highly Rated For Job Security, Skill Development / Learning, Salary & Benefits",4.4k Reviews,13.8k Salaries,246 Interviews,652 Jobs,297 Benefits
165,Hyundai Motor India Limited,4.1,Automobile | Chennai +287 other locations,"Highly Rated For Job Security, Salary & Benefits, Company Culture",4.4k Reviews,13.7k Salaries,313 Interviews,3 Jobs,518 Benefits
166,Deutsche Bank,3.8,Banking | Pune +42 other locations,"Highly Rated For Work Life Balance, Job Security, Company Culture  Critically Rated For Promotions / Appraisal",4.3k Reviews,35.8k Salaries,415 Interviews,278 Jobs,399 Benefits
167,Hetero,3.9,Pharma | Hyderabad / Secunderabad +67 other locations,"Highly Rated For Job Security, Work Life Balance  Critically Rated For Promotions / Appraisal, Salary & Benefits",4.3k Reviews,15.1k Salaries,290 Interviews,153 Jobs,332 Benefits
168,Motilal Oswal Financial Services,3.7,Financial Services | Mumbai +168 other locations,"Highly Rated For Skill Development / Learning  Critically Rated For Promotions / Appraisal, Work Life Balance, Work Satisfaction",4.3k Reviews,13k Salaries,536 Interviews,54 Jobs,167 Benefits
169,Team Lease,3.9,Recruitment | Bangalore / Bengaluru +394 other locations,Highly Rated For Work Life Balance  Critically Rated For Promotions / Appraisal,4.2k Reviews,15.9k Salaries,241 Interviews,-- Jobs,215 Benefits
170,Berger Paints,3.7,Chemicals | Kolkata +353 other locations,"Critically Rated For Promotions / Appraisal, Company Culture, Work Life Balance",4.2k Reviews,10.1k Salaries,399 Interviews,151 Jobs,273 Benefits
171,Lenskart,3.3,Internet | New Delhi +239 other locations,"Critically Rated For Promotions / Appraisal, Company Culture, Work Life Balance",4.2k Reviews,13.1k Salaries,425 Interviews,119 Jobs,199 Benefits
172,Thermax Limited,4.2,Industrial Machinery | Pune +247 other locations,"Highly Rated For Job Security, Company Culture, Work Life Balance",4.1k Reviews,13.1k Salaries,321 Interviews,86 Jobs,371 Benefits
173,Bajaj Auto,3.8,Automobile | Pune +317 other locations,Critically Rated For Promotions / Appraisal,4.1k Reviews,14.5k Salaries,317 Interviews,-- Jobs,496 Benefits
174,Macleods Pharmaceuticals,3.7,Pharma | Mumbai +131 other locations,"Highly Rated For Job Security  Critically Rated For Promotions / Appraisal, Company Culture",4.1k Reviews,15.6k Salaries,258 Interviews,9 Jobs,333 Benefits
175,Aakash Educational Services,3.2,Education & Training | New Delhi +243 other locations,"Critically Rated For Promotions / Appraisal, Work Life Balance, Job Security",4.1k Reviews,13.6k Salaries,361 Interviews,79 Jobs,212 Benefits
176,Kogta Financial India Limited,4.7,NBFC | Jaipur +259 other locations,"Highly Rated For Company Culture, Work Life Balance, Work Satisfaction",4.1k Reviews,1.8k Salaries,222 Interviews,126 Jobs,31 Benefits
177,Jubilant Foods Works,3.7,Hospitality | New Delhi +261 other locations,"Critically Rated For Promotions / Appraisal, Work Satisfaction",4.1k Reviews,9.2k Salaries,243 Interviews,186 Jobs,180 Benefits
178,LG Electronics,3.9,Consumer Electronics & Appliances | Pune +297 other locations,"Highly Rated For Job Security, Skill Development / Learning  Critically Rated For Promotions / Appraisal",4.1k Reviews,10.9k Salaries,253 Interviews,-- Jobs,399 Benefits
179,VE Commercial Vehicles,3.9,Automobile | Indore +157 other locations,"Highly Rated For Job Security, Skill Development / Learning  Critically Rated For Promotions / Appraisal, Salary & Benefits",4k Reviews,13.4k Salaries,274 Interviews,6 Jobs,340 Benefits
180,Royal Enfield,4.2,Automobile | Chennai +375 other locations,"Highly Rated For Work Life Balance, Skill Development / Learning, Company Culture  Critically Rated For Promotions / Appraisal",4k Reviews,14.7k Salaries,194 Interviews,19 Jobs,396 Benefits
181,Jindal Steel Limited,3.9,Iron & Steel | Angul +172 other locations,Highly Rated For Skill Development / Learning  Critically Rated For Promotions / Appraisal,4k Reviews,15.5k Salaries,403 Interviews,38 Jobs,328 Benefits
182,Hindalco Industries,4.2,Metals & Mining | Sambalpur +127 other locations,"Highly Rated For Job Security, Work Life Balance, Skill Development / Learning",4k Reviews,12.3k Salaries,284 Interviews,8 Jobs,329 Benefits
183,John Deere,4.0,Industrial Machinery | Pune +156 other locations,"Highly Rated For Company Culture, Work Life Balance, Skill Development / Learning  Critically Rated For Promotions / Appraisal",4k Reviews,15.2k Salaries,264 Interviews,1 Jobs,417 Benefits
184,Tata Communications,3.9,Telecom | Pune +102 other locations,"Highly Rated For Work Life Balance, Company Culture, Job Security  Critically Rated For Promotions / Appraisal, Salary & Benefits",4k Reviews,23.5k Salaries,296 Interviews,37 Jobs,426 Benefits
185,DCB Bank,3.8,Banking | Mumbai +339 other locations,Highly Rated For Work Life Balance  Critically Rated For Promotions / Appraisal,4k Reviews,9.5k Salaries,222 Interviews,14 Jobs,248 Benefits
186,HDFC Ergo General Insurance,3.9,Insurance | Mumbai +321 other locations,"Highly Rated For Work Life Balance, Company Culture, Job Security  Critically Rated For Promotions / Appraisal",4k Reviews,12k Salaries,190 Interviews,14 Jobs,273 Benefits
187,State Street Corporation,3.5,Financial Services | Bangalore / Bengaluru +34 other locations,"Critically Rated For Promotions / Appraisal, Salary & Benefits, Company Culture",3.9k Reviews,31.1k Salaries,281 Interviews,8 Jobs,261 Benefits
188,RBL Bank,3.5,Banking | Mumbai +285 other locations,"Critically Rated For Promotions / Appraisal, Work Satisfaction, Company Culture",3.9k Reviews,18.2k Salaries,229 Interviews,51 Jobs,221 Benefits
189,Cummins,4.3,Industrial Machinery | Pune +113 other locations,"Highly Rated For Company Culture, Work Life Balance, Work Satisfaction",3.9k Reviews,15.5k Salaries,273 Interviews,9 Jobs,458 Benefits
190,Oyo Rooms,3.1,Internet | Gurgaon / Gurugram +120 other locations,"Critically Rated For Job Security, Company Culture, Work Life Balance",3.9k Reviews,14.5k Salaries,252 Interviews,124 Jobs,389 Benefits
191,Pidilite Industries,4.2,Chemicals | Mumbai +311 other locations,"Highly Rated For Job Security, Work Life Balance, Company Culture  Critically Rated For Promotions / Appraisal",3.8k Reviews,11.4k Salaries,251 Interviews,-- Jobs,359 Benefits
192,Alembic Pharmaceuticals,3.9,Pharma | Vadodara +187 other locations,"Highly Rated For Salary & Benefits, Work Life Balance",3.8k Reviews,15.2k Salaries,248 Interviews,47 Jobs,378 Benefits
193,Reliance Communications,4.0,Telecom | Mumbai +465 other locations,"Highly Rated For Skill Development / Learning, Company Culture, Work Life Balance  Critically Rated For Promotions / Appraisal",3.8k Reviews,9.6k Salaries,103 Interviews,-- Jobs,375 Benefits
